nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,vars_clauses_ratio,POSNEG_RATIO_CLAUSE_mean,POSNEG_RATIO_CLAUSE_coeff_variation,POSNEG_RATIO_CLAUSE_min,POSNEG_RATIO_CLAUSE_max,POSNEG_RATIO_CLAUSE_entropy,VCG_CLAUSE_mean,VCG_CLAUSE_coeff_variation,VCG_CLAUSE_min,VCG_CLAUSE_max,VCG_CLAUSE_entropy,UNARY,BINARYp,TRINARYp,VCG_VAR_mean,VCG_VAR_coeff_variation,VCG_VAR_min,VCG_VAR_max,VCG_VAR_entropy,POSNEG_RATIO_VAR_mean,POSNEG_RATIO_VAR_stdev,POSNEG_RATIO_VAR_min,POSNEG_RATIO_VAR_max,POSNEG_RATIO_VAR_entropy,HORNY_VAR_mean,HORNY_VAR_coeff_variation,HORNY_VAR_min,HORNY_VAR_max,HORNY_VAR_entropy,horn_clauses_fraction,VG_mean,VG_coeff_variation,VG_min,VG_max,CG_mean,CG_coeff_variation,CG_min,CG_max,CG_entropy,cluster_coeff_mean,cluster_coeff_coeff_variation,cluster_coeff_min,cluster_coeff_max,cluster_coeff_entropy,DIAMETER_mean,DIAMETER_coeff_variation,DIAMETER_min,DIAMETER_max,DIAMETER_entropy,cl_num_mean,cl_num_coeff_variation,cl_num_min,cl_num_max,cl_num_q90,cl_num_q10,cl_num_q75,cl_num_q25,cl_num_q50,cl_size_mean,cl_size_coeff_variation,cl_size_min,cl_size_max,cl_size_q90,cl_size_q10,cl_size_q75,cl_size_q25,cl_size_q50,SP_bias_mean,SP_bias_coeff_variation,SP_bias_min,SP_bias_max,SP_bias_q90,SP_bias_q10,SP_bias_q75,SP_bias_q25,SP_bias_q50,SP_unconstraint_mean,SP_unconstraint_coeff_variation,SP_unconstraint_min,SP_unconstraint_max,SP_unconstraint_q90,SP_unconstraint_q10,SP_unconstraint_q75,SP_unconstraint_q25,SP_unconstraint_q50,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q10,saps_FirstLocalMinStep_Q90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q10,gsat_FirstLocalMinStep_Q90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,lobjois_mean_depth_over_vars,lobjois_log_num_nodes_over_vars,algorithm,runtime
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,Sol_2011.04.04,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,QuteRSat_2011.05.12_fixed_,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,CryptoMiniSat_Strange.Night2.st_fixed_,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,PicoSAT_941,2727.49
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,glucose_2,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,clasp_2.0.R4092.crafted,2408.54
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,SAT07referencesolverminisat_SAT2007,4596.18
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,jMiniSat_2011,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,RestartSAT_B95,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,SAT09referencesolverclasp_1.2.0.SAT09.32,1872.05
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,sathys_2011.04.01,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,SApperloT2010_2011.05.15_fixed_,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,sattime._2011.03.02,5070.15
95.0,36888.0,95.0,36888.0,0.0,0.0,0.0026,0.2437,0.8114,0.0,1.0,1.3492,0.1052,0.016,0.0526,0.1053,0.0081,0.0,0.0,0.0,0.1052,0.1413,0.0711,0.1204,1.6892,0.0642,0.0436,0.0183,0.136,1.6947,0.0011,0.3199,0.0006,0.0021,2.7985,0.0107,0.0025,0.0,0.0025,0.0025,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2768.25,0.1842,2232.0,3806.0,3806.0,2232.0,3303.0,2406.0,2712.0,18.4401,0.04,17.4623,19.7884,19.7884,17.4623,19.0106,18.0426,18.5081,0.1178,0.6574,0.0348,0.241,0.2405,0.0375,0.1784,0.0647,0.0713,0.494,0.0013,0.4932,0.4955,0.495,0.4933,0.4943,0.4935,0.4937,7.1515,0.2791,11.0128,0.2035,11.0,8.0,14.0,1.6871,0.38,0.9114,0.0852,6.1613,0.1839,11.043,0.1913,11.0,8.0,14.0,0.9785,0.6253,0.8789,0.075,0.5703,0.6947,sattime_2011.03.02,5070.15
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,MPhaseSAT_2011.02.15,5071.92
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,Sol_2011.04.04,3542.04
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,QuteRSat_2011.05.12_fixed_,5071.92
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,CryptoMiniSat_Strange.Night2.st_fixed_,5071.92
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,PicoSAT_941,5071.92
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,glucose_2,5071.92
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,clasp_2.0.R4092.crafted,989.593
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,SAT07referencesolverminisat_SAT2007,5071.92
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,jMiniSat_2011,5071.92
600.0,46074.0,580.0,45474.0,0.0345,0.0132,0.0128,0.4885,1.0163,0.0,1.0,0.8556,0.0051,1.8913,0.0034,0.1,0.1562,0.0,0.9697,0.9697,0.0051,0.1382,0.0036,0.0071,4.2017,0.328,0.0591,0.1861,0.422,2.8961,0.0025,0.3911,0.001,0.005,4.3551,0.7195,0.0127,0.0,0.0127,0.0127,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,1986.25,0.8979,151.0,4735.0,4735.0,151.0,4735.0,698.0,2361.0,67.9415,0.1256,54.5587,75.7054,75.7054,54.5587,75.7054,66.4901,75.0119,0.8886,0.0153,0.8478,0.9147,0.9051,0.8699,0.8993,0.8797,0.8899,0.0,2.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7563,13.616,269.626,0.0772,270.0,256.0,285.0,36.4543,0.152,1.0205,0.3139,6.7374,0.2026,271.97,0.0422,272.0,258.0,287.0,37.4356,0.126,0.9998,0.0002,0.9096,0.9583,RestartSAT_B95,5071.92
