Actions_taken,Liberal,Unconstitutional,Precedent_alteration,Unanimous,Year_of_decision,Lower_court_disagreement,Log_exposure
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1958.0,1.0,2.3
0.0,1.0,1.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1958.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1958.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1958.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,1.0,0.0,1.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,1.0,1.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1959.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,1.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,1.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,1.0,1.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,1.0,2.3
0.0,1.0,1.0,0.0,1.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,1.0,0.0,1.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1960.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1960.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1960.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,1.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
1.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,1.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,1.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,1.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1961.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,1.0,0.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1961.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1962.0,1.0,2.3
2.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,1.0,0.0,1.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
2.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,1.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,1.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,0.0,0.0,1.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,1.0,2.3
0.0,0.0,0.0,0.0,1.0,1962.0,0.0,2.3
2.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,1.0,2.3
0.0,0.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,1.0,1962.0,1.0,2.3
0.0,1.0,0.0,0.0,0.0,1962.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1963.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1963.0,1.0,2.3
0.0,1.0,1.0,0.0,0.0,1963.0,0.0,2.3
0.0,1.0,1.0,0.0,0.0,1963.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,1963.0,0.0,2.3
0.0,1.0,0.0,0.0,0.0,1963.0,0.0,2.3
